movie_id,actor_id
460,3959
460,1300
460,2828
460,2396
461,3796
461,1337
461,1610
461,1823
462,4029
462,3552
462,2221
462,2578
463,4029
463,728
463,2928
463,1482
464,4292
464,1370
464,895
464,3756
465,865
465,4188
465,3037
466,4446
466,471
466,2249
466,461
467,1268
467,934
467,2039
467,1086
468,4065
468,4955
468,2048
468,3477
469,4948
469,891
469,1300
469,1994
470,1572
470,4888
470,1476
470,507
471,2647
471,3231
471,3236
471,2223
472,2090
472,2994
472,328
472,3363
473,1439
473,4280
473,1156
473,4292
474,1330
474,523
474,1477
474,3621
475,2664
475,4251
475,1100
475,2142
476,4251
476,392
476,3260
476,4470
477,4251
477,2192
477,1103
477,4867
478,3185
478,3129
478,2130
478,660
479,2747
479,2136
479,3506
479,4251
480,3254
480,4251
480,4241
480,2739
481,2855
481,691
481,1396
481,4568
482,4300
482,1559
482,1258
482,4094
483,4296
483,83
483,4285
483,4225
484,824
484,3867
484,3951
484,3500
485,726
485,398
485,2267
485,2854
486,4102
486,2754
486,511
486,3512
487,2664
487,546
487,758
488,2147
488,560
488,343
488,1015
489,1987
489,2647
489,3956
489,1479
490,3560
490,2346
490,2397
490,4815
491,4102
491,825
491,3512
491,2909
492,4363
492,1837
492,4885
492,4914
493,1336
493,4097
493,1995
493,648
494,3626
494,2565
494,916
494,387
495,4644
495,722
495,1084
495,3720
496,4300
496,2530
496,2629
496,3657
497,167
497,3367
497,4947
497,1825
498,3513
498,3929
498,4179
498,1588
499,3293
499,1671
499,2272
499,452
500,3796
500,2202
500,4486
500,3050
501,69
501,2915
501,2551
501,40
502,4812
502,4444
502,4704
502,752
503,4848
503,3650
503,2660
503,877
504,52
504,4005
504,2335
504,2736
505,2618
506,2720
506,2388
506,1138
506,801
507,1659
507,1063
507,2401
507,1214
508,1004
508,1659
508,1925
508,349
509,1144
509,1205
509,2349
509,1679
510,2475
510,1439
510,774
510,4696
511,3006
511,3185
511,2503
511,272
512,1998
512,3852
512,3519
512,4199
513,3340
513,4785
513,2067
513,4953
514,392
514,3245
514,2935
514,2094
515,818
515,214
515,1141
515,3447
516,4052
516,725
516,4526
516,2375
517,668
517,4296
517,4815
517,4885
518,1956
518,2007
518,789
518,4894
519,1350
519,3575
519,4451
519,1814
520,4759
520,1175
520,1127
520,1755
521,2236
521,891
521,493
521,969
522,1697
522,3306
522,389
522,4362
523,2449
523,402
523,4644
523,1340
524,4402
524,4358
524,2631
524,2632
525,3677
525,597
525,2846
525,989
526,3185
526,4577
526,1438
526,1953
527,1113
527,190
527,77
527,48
528,3861
528,3649
528,3866
528,1321
529,2771
529,2099
529,2543
529,4005
530,1940
530,4849
530,4127
530,2535
531,3183
531,4910
531,3806
531,2387
532,3165
532,1753
532,644
532,1039
533,3511
533,1439
533,2915
533,1882
534,953
534,4727
534,2893
534,2894
535,4402
535,1528
535,1573
535,1146
536,2449
536,3185
536,1454
536,1717
537,277
537,4831
537,1109
537,961
538,1453
538,4451
538,3885
538,4819
539,2664
539,722
539,2089
539,1686
540,4345
540,3463
540,3493
540,3816
541,2494
541,1582
541,4685
541,2533
542,4052
542,3146
542,4138
542,4693
543,2120
543,1068
543,1037
543,3490
544,4052
544,2121
544,3467
544,1824
545,1576
545,943
545,853
545,4811
546,4358
546,1215
546,4238
546,3735
547,3717
547,1430
547,2853
547,3863
548,2839
548,631
548,2668
548,3209
549,2290
549,2915
549,3516
549,3971
550,2171
550,2530
550,1880
550,4888
551,267
551,2373
551,232
551,2360
552,3854
552,4810
552,4380
552,2647
553,3340
553,1715
553,4803
553,3372
554,3256
554,4221
554,2462
554,4377
555,431
555,1813
555,1586
555,3106
556,3184
556,2064
556,3396
556,3986
557,2308
557,1453
557,2901
557,4018
558,4874
558,3073
558,2652
558,4869
559,2028
559,2756
559,1940
559,1401
560,4503
560,3552
560,3798
560,209
561,2125
561,295
561,2813
561,4954
562,3952
562,4235
562,2533
562,1305
563,2346
563,1900
563,2396
563,2924
564,3250
564,3655
564,3794
564,2149
565,731
565,3560
565,4808
565,3613
566,1107
566,3507
567,2749
567,4753
567,4576
567,1545
568,3950
568,1663
568,2106
568,3613
569,3288
569,3250
569,2683
569,4561
570,4251
570,464
570,3780
570,3762
571,4651
571,491
571,1699
571,2284
572,401
572,3655
572,4744
572,3232
573,1946
573,2640
573,4050
573,4906
574,2449
574,890
574,712
574,805
575,83
575,2749
575,3363
575,2031
576,1559
576,2870
576,229
576,2578
577,4242
577,3518
577,1017
577,2917
578,1359
578,356
578,2860
578,2264
579,1359
579,217
579,682
579,4895
580,294
580,2644
580,990
580,4230
581,2086
581,760
581,4602
581,138
582,1152
582,4522
582,4054
582,2880
583,4465
583,4801
583,3952
583,3141
584,1366
584,269
584,2529
584,3465
585,2692
585,1955
585,4685
585,772
586,3293
586,2780
586,1690
586,3120
587,3350
587,1567
587,2268
587,3365
588,4181
588,1710
588,2739
588,1994
589,4659
589,4035
589,3564
589,3869
590,4101
590,72
590,4967
590,4304
591,4540
591,4426
591,3539
591,3589
592,4523
592,1773
592,3879
592,4029
593,4024
593,3634
593,4285
593,3023
594,3959
594,1597
594,1132
594,491
595,4198
595,566
595,1914
595,4136
596,4910
596,3452
596,1784
596,2805
597,4850
597,2263
597,344
597,3786
598,4434
598,3872
598,1278
598,1199
599,2796
599,1928
599,2639
599,3055
600,2796
600,105
600,3448
600,2884
601,1805
601,3123
601,2317
601,43
602,1034
602,1614
602,4327
602,4445
603,4613
603,3912
603,4422
603,4679
604,4102
604,1194
604,1356
604,1336
605,1565
605,2144
605,932
605,2563
606,1439
606,3655
606,3552
606,2506
607,250
607,292
607,1720
607,1845
608,3564
608,464
608,83
608,386
609,392
609,2091
609,2315
609,653
610,2221
610,292
610,1525
610,1197
611,718
611,816
611,4029
611,4361
612,2436
612,3061
612,4633
613,4093
613,4225
613,1360
613,3602
614,4666
614,1333
614,4050
614,2367
615,4093
615,292
615,1733
615,1428
616,4625
616,1334
616,967
616,3244
617,541
617,2135
617,3145
617,2094
618,2738
618,2091
618,2191
618,2094
619,2188
619,4595
619,292
619,2307
620,2876
620,1434
620,3008
620,292
621,2796
621,4475
621,3603
621,1727
622,3414
622,3255
622,3602
622,83
623,4065
623,4358
623,934
623,1046
624,2724
624,1999
624,154
624,4630
625,4246
625,1530
625,3149
625,1375
626,3655
626,2495
626,292
626,4555
627,517
627,894
627,3196
627,4561
628,4961
628,3928
628,1985
628,3588
629,1527
629,981
629,829
629,3407
630,3276
630,3319
630,648
630,1895
631,481
631,1678
631,4907
631,273
632,378
632,3568
632,1547
632,4778
633,3426
633,1183
633,950
633,730
634,4094
634,650
634,770
634,3084
635,1152
635,3102
635,3640
635,3017
636,1916
636,2126
636,787
636,2124
637,3450
637,2501
637,4341
637,3929
638,4659
638,3886
638,638
638,1838
639,134
639,4459
639,1466
639,333
640,134
640,440
640,3370
640,4680
641,2335
641,134
641,3265
641,272
642,1981
642,3328
642,2936
642,2459
643,3288
643,83
643,3527
643,2647
644,3206
644,1107
644,3288
644,2729
645,2335
645,3058
645,154
645,2115
646,2335
646,934
646,247
646,4429
647,4666
647,993
647,1422
647,2335
648,2335
648,1422
648,4050
648,3288
649,3959
649,1078
649,3013
649,1024
650,3959
650,2870
650,3433
650,4670
651,4523
651,4325
651,2031
651,4100
652,4947
652,2773
652,473
652,2543
653,4941
653,775
653,4318
653,2969
654,3340
654,4300
654,1067
654,2020
655,4225
655,2564
655,2594
655,1051
656,4644
656,3896
656,4903
656,2256
657,4042
657,2568
657,2979
657,683
658,4176
658,4910
658,2747
658,2162
659,1783
659,2515
659,3327
660,2449
660,1882
660,655
660,3346
661,3293
661,267
661,2839
661,1293
662,3142
662,128
662,3687
662,4934
663,737
663,993
663,4225
663,3365
664,1940
664,4350
664,3008
664,847
665,4511
665,4746
665,2075
665,1632
666,2502
666,3800
666,2543
666,1880
667,1880
667,3747
667,3890
667,3693
668,1899
668,1610
668,3124
668,227
669,1258
669,3217
669,3323
670,2262
670,204
670,3874
670,798
671,4575
671,1864
671,1710
671,455
672,3212
672,304
672,2587
672,3078
673,2360
673,3786
673,3060
673,4082
674,3593
674,1119
674,3750
674,1302
675,3959
675,2834
675,2541
675,1790
676,1573
676,2903
676,3624
676,1618
677,3206
677,699
677,3230
677,923
678,4941
678,1417
678,2065
678,4470
679,3021
679,832
679,35
679,828
680,3237
680,4303
681,2717
681,103
681,2603
681,1909
682,2395
682,1964
682,866
682,1074
683,4035
683,469
683,2582
683,1450
684,1037
684,1459
684,4054
684,617
685,1946
685,1799
685,1687
685,907
686,2449
686,722
686,2301
686,3549
687,204
687,3874
687,798
687,779
688,2796
688,4890
688,4029
688,1200
689,432
689,1671
689,1129
689,3073
690,3400
690,3604
690,3938
690,1489
691,2436
691,163
691,4910
691,491
692,3220
692,710
692,329
693,3941
693,394
693,2566
693,3354
694,2436
694,3414
694,805
694,142
695,460
695,934
695,4363
695,1749
696,425
696,2911
696,4840
696,3051
697,3296
697,3255
697,3356
697,3076
698,850
698,1935
698,3153
698,3406
699,3164
699,984
699,4101
699,3697
700,324
700,3793
700,1317
700,1857
701,364
701,3578
701,1080
701,4541
702,1836
703,3299
703,4120
703,3775
703,2556
704,4682
704,4120
704,2374
704,631
705,1940
705,4120
705,1220
705,3432
706,2015
706,1834
706,815
706,1583
707,3003
707,503
707,900
708,3711
708,1055
708,797
709,705
709,3923
709,2864
709,389
710,4380
710,523
710,3048
710,2985
711,1577
711,3291
711,3210
711,3062
712,2236
712,888
712,4301
712,4695
713,1268
713,3627
713,3602
713,3762
714,1068
714,1037
714,4326
714,1021
715,4700
715,835
715,4326
715,4081
716,1942
716,4117
716,4326
716,1874
717,1061
717,1337
717,4326
717,3501
718,3686
718,352
718,4326
718,3692
719,4853
719,385
719,1586
719,4174
720,1704
720,1751
720,740
720,4983
721,2373
721,3874
721,3548
722,4379
722,3859
722,2953
722,389
723,3768
723,4780
723,1519
723,4372
724,1892
724,3653
724,2953
724,389
725,378
725,2953
725,503
725,389
726,822
726,833
726,4845
726,4146
727,3768
727,1780
727,4077
727,797
728,1512
728,1648
728,1292
728,1390
729,2759
729,2979
729,3686
729,419
730,2110
730,2028
730,831
730,1287
731,3310
731,2839
731,1037
731,1468
732,651
732,4141
732,3859
732,1574
733,356
733,1813
733,693
733,1423
734,1813
734,2934
734,4792
734,669
735,2440
735,3474
